Time, Date, light, temperature, humidity
12:18:21, 30-6-2022, 369, 24.80, 54.00
12:18:22, 30-6-2022, 371, 24.80, 54.00
12:18:23, 30-6-2022, 370, 24.70, 58.00
12:18:25, 30-6-2022, 369, 24.70, 58.00
12:18:26, 30-6-2022, 371, 24.70, 57.00
12:18:27, 30-6-2022, 370, 24.70, 57.00
12:18:28, 30-6-2022, 371, 24.70, 57.00
12:18:29, 30-6-2022, 371, 24.70, 57.00
12:18:31, 30-6-2022, 371, 24.70, 56.00
12:18:32, 30-6-2022, 372, 24.70, 56.00
12:18:33, 30-6-2022, 370, 24.70, 56.00
12:18:34, 30-6-2022, 371, 24.70, 56.00
12:18:36, 30-6-2022, 372, 24.70, 56.00
12:18:37, 30-6-2022, 378, 24.70, 56.00
12:18:38, 30-6-2022, 371, 24.70, 56.00
12:18:39, 30-6-2022, 370, 24.70, 56.00
12:18:41, 30-6-2022, 370, 24.80, 56.00
12:18:42, 30-6-2022, 370, 24.80, 56.00
12:18:43, 30-6-2022, 371, 24.80, 56.00
12:18:44, 30-6-2022, 380, 24.80, 56.00
12:18:45, 30-6-2022, 370, 24.80, 56.00
12:18:47, 30-6-2022, 371, 24.80, 56.00
12:18:48, 30-6-2022, 370, 24.80, 56.00
12:18:49, 30-6-2022, 370, 24.80, 56.00
12:18:50, 30-6-2022, 371, 24.80, 56.00
12:18:52, 30-6-2022, 371, 24.80, 56.00
12:18:53, 30-6-2022, 373, 24.80, 56.00
12:18:54, 30-6-2022, 379, 24.80, 56.00
12:18:55, 30-6-2022, 372, 24.80, 56.00
12:18:57, 30-6-2022, 373, 24.80, 56.00
12:18:58, 30-6-2022, 371, 24.80, 56.00
12:18:59, 30-6-2022, 377, 24.80, 56.00
12:19:00, 30-6-2022, 371, 24.80, 56.00
12:19:02, 30-6-2022, 370, 24.80, 56.00
12:19:03, 30-6-2022, 372, 24.80, 56.00
12:19:04, 30-6-2022, 370, 24.80, 56.00
12:19:05, 30-6-2022, 371, 24.80, 56.00
12:19:06, 30-6-2022, 370, 24.80, 56.00
12:19:08, 30-6-2022, 376, 24.80, 56.00
12:19:09, 30-6-2022, 372, 24.80, 56.00
12:19:10, 30-6-2022, 370, 24.80, 56.00
12:19:11, 30-6-2022, 373, 24.80, 56.00
12:19:13, 30-6-2022, 372, 24.80, 56.00
12:19:14, 30-6-2022, 373, 24.80, 56.00
12:19:15, 30-6-2022, 374, 24.80, 56.00
12:19:16, 30-6-2022, 375, 24.80, 56.00
12:19:18, 30-6-2022, 379, 24.80, 56.00
12:19:19, 30-6-2022, 378, 24.80, 56.00
12:19:20, 30-6-2022, 378, 24.90, 56.00
12:19:21, 30-6-2022, 379, 24.90, 56.00
12:19:22, 30-6-2022, 377, 24.90, 56.00
12:19:24, 30-6-2022, 371, 24.90, 56.00
12:19:25, 30-6-2022, 370, 24.90, 56.00
12:19:26, 30-6-2022, 370, 24.90, 56.00
12:19:27, 30-6-2022, 380, 24.90, 56.00
12:19:29, 30-6-2022, 378, 24.90, 56.00
12:19:30, 30-6-2022, 379, 24.90, 56.00
12:19:31, 30-6-2022, 372, 24.90, 56.00
12:19:32, 30-6-2022, 370, 24.90, 56.00
12:19:34, 30-6-2022, 372, 24.90, 56.00
12:19:35, 30-6-2022, 371, 24.90, 56.00
12:19:36, 30-6-2022, 372, 24.90, 56.00
12:19:37, 30-6-2022, 378, 24.90, 56.00
12:19:38, 30-6-2022, 379, 24.90, 56.00
12:19:40, 30-6-2022, 379, 24.90, 56.00
12:19:41, 30-6-2022, 371, 24.90, 56.00
12:19:42, 30-6-2022, 372, 24.90, 56.00
12:19:43, 30-6-2022, 373, 24.90, 56.00
12:19:45, 30-6-2022, 377, 24.90, 56.00
12:19:46, 30-6-2022, 378, 24.90, 56.00
12:19:47, 30-6-2022, 377, 24.90, 56.00
12:19:48, 30-6-2022, 377, 24.90, 56.00
12:19:50, 30-6-2022, 378, 24.90, 56.00
12:19:51, 30-6-2022, 376, 24.90, 56.00
12:19:52, 30-6-2022, 374, 24.90, 56.00
12:19:53, 30-6-2022, 367, 24.90, 56.00
12:19:54, 30-6-2022, 368, 24.90, 56.00
12:19:56, 30-6-2022, 374, 24.90, 56.00
12:19:57, 30-6-2022, 370, 24.90, 56.00
12:19:58, 30-6-2022, 368, 24.90, 56.00
12:19:59, 30-6-2022, 366, 24.90, 56.00
12:20:01, 30-6-2022, 367, 24.90, 56.00
12:20:02, 30-6-2022, 375, 24.90, 56.00
12:20:03, 30-6-2022, 374, 24.90, 56.00
12:20:04, 30-6-2022, 376, 24.90, 56.00
12:20:06, 30-6-2022, 373, 24.90, 56.00
12:20:07, 30-6-2022, 374, 24.90, 56.00
12:20:08, 30-6-2022, 374, 24.90, 56.00
12:20:09, 30-6-2022, 372, 24.90, 56.00
12:20:10, 30-6-2022, 371, 24.90, 56.00
12:20:12, 30-6-2022, 371, 24.90, 56.00
12:20:13, 30-6-2022, 373, 24.90, 56.00
12:20:14, 30-6-2022, 374, 24.90, 56.00
12:20:15, 30-6-2022, 372, 24.90, 56.00
12:20:17, 30-6-2022, 368, 25.00, 56.00
12:20:18, 30-6-2022, 368, 25.00, 56.00
