9:21:11 27-6-2022, 328, 10.00, 156.00
9:21:12 27-6-2022, 328, 10.00, 156.00
9:21:13 27-6-2022, 327, 10.00, 154.00
9:21:14 27-6-2022, 327, 10.00, 154.00
9:21:16 27-6-2022, 327, 10.00, 156.00
9:21:17 27-6-2022, 326, 10.00, 156.00
9:21:18 27-6-2022, 326, 10.00, 156.00
9:21:19 27-6-2022, 326, 10.00, 156.00
9:21:20 27-6-2022, 325, , 
9:21:22 27-6-2022, 326, , 
9:21:23 27-6-2022, 327, , 
9:21:24 27-6-2022, 327, , 
9:21:25 27-6-2022, 328, , 
9:21:27 27-6-2022, 329, , 
9:21:28 27-6-2022, 331, , 
9:21:29 27-6-2022, 331, , 
9:21:30 27-6-2022, 291, , 
9:21:32 27-6-2022, 270, , 
9:21:33 27-6-2022, 331, , 
9:21:34 27-6-2022, 340, , 
9:21:35 27-6-2022, 343, 10.30, 178.80
9:21:36 27-6-2022, 344, 10.30, 178.80
9:21:38 27-6-2022, 345, , 
9:21:39 27-6-2022, 344, , 
9:21:40 27-6-2022, 344, 10.30, 170.00
9:21:41 27-6-2022, 343, 10.30, 170.00
9:21:43 27-6-2022, 343, , 
9:21:44 27-6-2022, 343, , 
9:21:45 27-6-2022, 343, , 
9:21:46 27-6-2022, 343, , 
9:21:48 27-6-2022, 343, 10.30, 165.00
9:21:49 27-6-2022, 343, 10.30, 165.00
9:21:50 27-6-2022, 344, 10.30, 164.00
9:21:51 27-6-2022, 344, 10.30, 164.00
9:21:52 27-6-2022, 344, 10.30, 163.00
9:21:54 27-6-2022, 344, 10.30, 163.00
9:21:55 27-6-2022, 344, 10.40, 174.80
9:21:56 27-6-2022, 344, 10.40, 174.80
9:21:57 27-6-2022, 343, , 
9:21:59 27-6-2022, 341, , 
9:22:00 27-6-2022, 338, , 
9:22:01 27-6-2022, 334, , 
9:22:02 27-6-2022, 330, 10.40, 172.80
9:22:04 27-6-2022, 326, 10.40, 172.80
9:22:05 27-6-2022, 322, , 
9:22:06 27-6-2022, 320, , 
9:22:07 27-6-2022, 319, 10.40, 171.80
9:22:08 27-6-2022, 323, 10.40, 171.80
9:22:10 27-6-2022, 326, , 
9:22:11 27-6-2022, 325, , 
9:22:12 27-6-2022, 326, , 
9:22:13 27-6-2022, 330, , 
9:22:15 27-6-2022, 328, 10.40, 170.80
9:22:16 27-6-2022, 324, 10.40, 170.80
9:22:17 27-6-2022, 320, , 
9:22:18 27-6-2022, 316, , 
9:22:20 27-6-2022, 314, , 
9:22:21 27-6-2022, 311, , 
9:22:22 27-6-2022, 318, 10.40, 169.80
9:22:23 27-6-2022, 318, 10.40, 169.80
9:22:24 27-6-2022, 316, 10.40, 169.80
9:22:26 27-6-2022, 315, 10.40, 169.80
9:22:27 27-6-2022, 314, , 
9:22:28 27-6-2022, 314, , 
9:22:29 27-6-2022, 313, , 
