Time, Date, light, temperature, humidity
12:26:26, 29-6-2022, 378, 24.50, 52.00
12:26:27, 29-6-2022, 378, 24.50, 52.00
12:26:28, 29-6-2022, 378, 24.40, 57.00
12:26:30, 29-6-2022, 376, 24.40, 57.00
12:26:31, 29-6-2022, 377, 24.40, 55.00
12:26:32, 29-6-2022, 378, 24.40, 55.00
12:26:33, 29-6-2022, 378, 24.40, 55.00
12:26:34, 29-6-2022, 377, 24.40, 55.00
12:26:36, 29-6-2022, 378, 24.40, 55.00
12:26:37, 29-6-2022, 379, 24.40, 55.00
12:26:38, 29-6-2022, 379, 24.40, 55.00
12:26:39, 29-6-2022, 378, 24.40, 55.00
12:26:41, 29-6-2022, 378, 24.40, 55.00
12:26:42, 29-6-2022, 379, 24.40, 55.00
12:26:43, 29-6-2022, 379, 24.40, 55.00
12:26:44, 29-6-2022, 378, 24.40, 55.00
12:26:46, 29-6-2022, 378, 24.40, 55.00
12:26:47, 29-6-2022, 378, 24.40, 55.00
12:26:48, 29-6-2022, 379, 24.40, 55.00
12:26:49, 29-6-2022, 377, 24.40, 55.00
12:26:50, 29-6-2022, 376, 24.40, 55.00
12:26:52, 29-6-2022, 376, 24.40, 55.00
12:26:53, 29-6-2022, 378, 24.40, 55.00
12:26:54, 29-6-2022, 377, 24.40, 55.00
12:26:55, 29-6-2022, 379, 24.40, 55.00
12:26:57, 29-6-2022, 379, 24.40, 55.00
12:26:58, 29-6-2022, 378, 24.40, 55.00
12:26:59, 29-6-2022, 377, 24.40, 55.00
12:27:00, 29-6-2022, 378, 24.30, 55.00
12:27:02, 29-6-2022, 379, 24.30, 55.00
12:27:03, 29-6-2022, 378, 24.30, 55.00
12:27:04, 29-6-2022, 377, 24.30, 55.00
12:27:05, 29-6-2022, 378, 24.30, 55.00
12:27:06, 29-6-2022, 379, 24.30, 55.00
12:27:08, 29-6-2022, 379, 24.30, 55.00
12:27:09, 29-6-2022, 378, 24.30, 55.00
12:27:10, 29-6-2022, 378, 24.30, 55.00
12:27:11, 29-6-2022, 379, 24.30, 55.00
12:27:13, 29-6-2022, 379, 24.30, 55.00
12:27:14, 29-6-2022, 378, 24.30, 55.00
12:27:15, 29-6-2022, 379, 24.30, 55.00
12:27:16, 29-6-2022, 379, 24.30, 55.00
12:27:18, 29-6-2022, 377, 24.20, 56.00
12:27:19, 29-6-2022, 378, 24.20, 56.00
12:27:20, 29-6-2022, 379, 24.20, 56.00
12:27:21, 29-6-2022, 377, 24.20, 56.00
12:27:23, 29-6-2022, 377, 24.20, 56.00
12:27:24, 29-6-2022, 376, 24.20, 56.00
12:27:26, 29-6-2022, 375, 24.20, 55.00
12:27:27, 29-6-2022, 375, 24.20, 55.00
12:27:29, 29-6-2022, 376, 24.20, 54.00
12:27:30, 29-6-2022, 376, 24.20, 54.00
12:27:31, 29-6-2022, 373, 24.10, 55.00
12:27:32, 29-6-2022, 374, 24.10, 55.00
12:27:34, 29-6-2022, 374, 24.10, 56.00
12:27:35, 29-6-2022, 373, 24.10, 56.00
12:27:36, 29-6-2022, 373, 24.10, 56.00
12:27:37, 29-6-2022, 374, 24.10, 56.00
12:27:39, 29-6-2022, 374, 24.10, 56.00
12:27:40, 29-6-2022, 373, 24.10, 56.00
12:27:41, 29-6-2022, 374, 24.10, 56.00
12:27:42, 29-6-2022, 374, 24.10, 56.00
12:27:43, 29-6-2022, 374, 24.10, 56.00
12:27:45, 29-6-2022, 374, 24.10, 56.00
12:27:46, 29-6-2022, 374, 24.10, 56.00
12:27:47, 29-6-2022, 374, 24.10, 56.00
12:27:48, 29-6-2022, 375, 24.10, 56.00
12:27:50, 29-6-2022, 376, 24.10, 56.00
12:27:51, 29-6-2022, 376, 24.10, 56.00
12:27:52, 29-6-2022, 378, 24.10, 56.00
12:27:53, 29-6-2022, 379, 24.10, 56.00
12:27:55, 29-6-2022, 378, 24.10, 56.00
12:27:56, 29-6-2022, 379, 24.10, 56.00
12:27:57, 29-6-2022, 379, 24.10, 56.00
12:27:58, 29-6-2022, 377, 24.10, 56.00
12:27:59, 29-6-2022, 377, 24.10, 56.00
12:28:01, 29-6-2022, 379, 24.10, 56.00
12:28:02, 29-6-2022, 379, 24.10, 56.00
12:28:03, 29-6-2022, 378, 24.10, 56.00
12:28:04, 29-6-2022, 379, 24.10, 56.00
12:28:06, 29-6-2022, 380, 24.00, 56.00
12:28:07, 29-6-2022, 380, 24.00, 56.00
12:28:08, 29-6-2022, 379, 24.00, 57.00
12:28:09, 29-6-2022, 380, 24.00, 57.00
12:28:11, 29-6-2022, 381, 24.00, 57.00
12:28:12, 29-6-2022, 380, 24.00, 57.00
12:28:13, 29-6-2022, 380, 24.00, 57.00
12:28:14, 29-6-2022, 381, 24.00, 57.00
12:28:15, 29-6-2022, 380, 24.00, 57.00
12:28:17, 29-6-2022, 380, 24.00, 57.00
12:28:18, 29-6-2022, 379, 24.00, 57.00
12:28:19, 29-6-2022, 380, 24.00, 57.00
12:28:20, 29-6-2022, 381, 24.00, 57.00
12:28:22, 29-6-2022, 380, 24.00, 57.00
12:28:23, 29-6-2022, 380, 24.00, 57.00
