11:51:59 29-6-2022, 347, 22.30, 64.00
11:52:00 29-6-2022, 362, 22.30, 64.00
11:52:01 29-6-2022, 377, 22.30, 71.00
11:52:02 29-6-2022, 376, 22.30, 71.00
11:52:04 29-6-2022, 375, 22.30, 70.00
11:52:05 29-6-2022, 378, 22.30, 70.00
11:52:06 29-6-2022, 377, 22.40, 69.00
11:52:07 29-6-2022, 376, 22.40, 69.00
11:52:08 29-6-2022, 357, 22.40, 69.00
11:52:10 29-6-2022, 376, 22.40, 69.00
11:52:11 29-6-2022, 375, 22.40, 69.00
11:52:12 29-6-2022, 373, 22.40, 69.00
11:52:13 29-6-2022, 376, 22.40, 69.00
11:52:15 29-6-2022, 377, 22.40, 69.00
11:52:16 29-6-2022, 376, 22.50, 68.00
11:52:17 29-6-2022, 376, 22.50, 68.00
11:52:18 29-6-2022, 377, 22.50, 68.00
11:52:20 29-6-2022, 377, 22.50, 68.00
11:52:21 29-6-2022, 377, 22.50, 68.00
11:52:22 29-6-2022, 376, 22.50, 68.00
11:52:23 29-6-2022, 376, 22.50, 68.00
11:52:24 29-6-2022, 376, 22.50, 68.00
11:52:26 29-6-2022, 378, 22.50, 67.00
11:52:27 29-6-2022, 379, 22.50, 67.00
11:52:28 29-6-2022, 378, 22.60, 67.00
11:52:29 29-6-2022, 375, 22.60, 67.00
11:52:31 29-6-2022, 373, 22.60, 67.00
11:52:32 29-6-2022, 377, 22.60, 67.00
11:52:33 29-6-2022, 377, 22.60, 67.00
11:52:34 29-6-2022, 376, 22.60, 67.00
11:52:36 29-6-2022, 363, 22.60, 67.00
11:52:37 29-6-2022, 359, 22.60, 67.00
11:52:38 29-6-2022, 348, 22.60, 67.00
11:52:39 29-6-2022, 373, 22.60, 67.00
11:52:40 29-6-2022, 373, 22.60, 67.00
11:52:42 29-6-2022, 372, 22.60, 67.00
11:52:43 29-6-2022, 368, 22.60, 67.00
11:52:44 29-6-2022, 366, 22.60, 67.00
11:52:45 29-6-2022, 368, 22.60, 66.00
11:52:47 29-6-2022, 372, 22.60, 66.00
11:52:48 29-6-2022, 372, 22.70, 66.00
11:52:49 29-6-2022, 372, 22.70, 66.00
11:52:50 29-6-2022, 378, 22.70, 66.00
11:52:52 29-6-2022, 379, 22.70, 66.00
11:52:53 29-6-2022, 379, 22.70, 66.00
11:52:54 29-6-2022, 372, 22.70, 66.00
11:52:55 29-6-2022, 360, 22.70, 66.00
11:52:56 29-6-2022, 376, 22.70, 66.00
11:52:58 29-6-2022, 375, 22.70, 66.00
11:52:59 29-6-2022, 376, 22.70, 66.00
11:53:00 29-6-2022, 376, 22.70, 67.00
11:53:01 29-6-2022, 377, 22.70, 67.00
11:53:03 29-6-2022, 375, 22.80, 67.00
11:53:04 29-6-2022, 376, 22.80, 67.00
11:53:05 29-6-2022, 376, 22.80, 67.00
11:53:06 29-6-2022, 377, 22.80, 67.00
11:53:08 29-6-2022, 377, 22.70, 67.00
11:53:09 29-6-2022, 376, 22.70, 67.00
11:53:10 29-6-2022, 377, 22.80, 66.00
11:53:11 29-6-2022, 377, 22.80, 66.00
11:53:12 29-6-2022, 377, 22.80, 66.00
11:53:14 29-6-2022, 377, 22.80, 66.00
11:53:15 29-6-2022, 376, 22.80, 66.00
11:53:16 29-6-2022, 376, 22.80, 66.00
11:53:17 29-6-2022, 378, 22.80, 66.00
11:53:19 29-6-2022, 378, 22.80, 66.00
11:53:20 29-6-2022, 377, 22.80, 66.00
11:53:21 29-6-2022, 376, 22.80, 66.00
11:53:22 29-6-2022, 377, 22.80, 66.00
11:53:23 29-6-2022, 378, 22.80, 66.00
11:53:25 29-6-2022, 377, 22.80, 65.00
11:53:26 29-6-2022, 376, 22.80, 65.00
11:53:27 29-6-2022, 377, 22.80, 65.00
11:53:28 29-6-2022, 378, 22.80, 65.00
11:53:30 29-6-2022, 378, 22.80, 65.00
11:53:31 29-6-2022, 377, 22.80, 65.00
11:53:32 29-6-2022, 376, 22.80, 65.00
11:53:33 29-6-2022, 377, 22.80, 65.00
11:53:35 29-6-2022, 377, 22.90, 65.00
11:53:36 29-6-2022, 377, 22.90, 65.00
11:53:37 29-6-2022, 377, 22.90, 65.00
11:53:38 29-6-2022, 377, 22.90, 65.00
11:53:39 29-6-2022, 378, 22.90, 65.00
11:53:41 29-6-2022, 377, 22.90, 65.00
11:53:42 29-6-2022, 377, 22.90, 64.00
11:53:43 29-6-2022, 376, 22.90, 64.00
11:53:44 29-6-2022, 378, 22.90, 64.00
11:53:46 29-6-2022, 377, 22.90, 64.00
11:53:47 29-6-2022, 378, 22.90, 64.00
11:53:48 29-6-2022, 377, 22.90, 64.00
11:53:49 29-6-2022, 377, 22.90, 64.00
11:53:51 29-6-2022, 376, 22.90, 64.00
11:53:52 29-6-2022, 377, 22.90, 64.00
11:53:53 29-6-2022, 378, 22.90, 64.00
11:53:54 29-6-2022, 377, 22.90, 64.00
11:53:55 29-6-2022, 376, 22.90, 64.00
