12:05:10 29-6-2022, 97, 24.10, 58.00
12:05:11 29-6-2022, 316, 24.10, 58.00
12:05:12 29-6-2022, 211, 24.10, 60.00
12:05:13 29-6-2022, 165, 24.10, 60.00
12:05:15 29-6-2022, 345, 24.10, 60.00
12:05:16 29-6-2022, 330, 24.10, 60.00
12:05:17 29-6-2022, 350, 24.10, 60.00
12:05:18 29-6-2022, 343, 24.10, 60.00
12:05:20 29-6-2022, 342, 24.10, 60.00
12:05:21 29-6-2022, 344, 24.10, 60.00
12:05:22 29-6-2022, 350, 24.10, 59.00
12:05:23 29-6-2022, 328, 24.10, 59.00
12:05:24 29-6-2022, 352, 24.10, 59.00
12:05:26 29-6-2022, 345, 24.10, 59.00
12:05:27 29-6-2022, 346, 24.10, 59.00
12:05:28 29-6-2022, 346, 24.10, 59.00
12:05:29 29-6-2022, 347, 24.10, 59.00
12:05:31 29-6-2022, 347, 24.10, 59.00
12:05:32 29-6-2022, 348, 24.10, 58.00
12:05:33 29-6-2022, 348, 24.10, 58.00
12:05:34 29-6-2022, 349, 24.10, 58.00
12:05:36 29-6-2022, 383, 24.10, 58.00
12:05:37 29-6-2022, 376, 24.10, 58.00
12:05:38 29-6-2022, 400, 24.10, 58.00
12:05:39 29-6-2022, 400, 24.10, 58.00
12:05:40 29-6-2022, 348, 24.10, 58.00
12:05:42 29-6-2022, 327, 24.10, 58.00
12:05:43 29-6-2022, 307, 24.10, 58.00
12:05:44 29-6-2022, 331, 24.10, 58.00
12:05:45 29-6-2022, 325, 24.10, 58.00
12:05:47 29-6-2022, 295, 24.10, 58.00
12:05:48 29-6-2022, 274, 24.10, 58.00
12:05:49 29-6-2022, 273, 24.10, 58.00
12:05:50 29-6-2022, 328, 24.10, 58.00
12:05:52 29-6-2022, 314, 24.00, 58.00
12:05:53 29-6-2022, 316, 24.00, 58.00
12:05:54 29-6-2022, 313, 24.00, 58.00
12:05:55 29-6-2022, 312, 24.00, 58.00
12:05:56 29-6-2022, 312, 24.00, 58.00
12:05:58 29-6-2022, 311, 24.00, 58.00
12:05:59 29-6-2022, 311, 24.00, 58.00
12:06:00 29-6-2022, 318, 24.00, 58.00
12:06:01 29-6-2022, 317, 24.00, 58.00
12:06:03 29-6-2022, 319, 24.00, 58.00
12:06:04 29-6-2022, 318, 24.00, 58.00
12:06:05 29-6-2022, 317, 24.00, 58.00
12:06:06 29-6-2022, 318, 24.00, 58.00
12:06:08 29-6-2022, 318, 24.00, 58.00
12:06:09 29-6-2022, 318, 24.00, 58.00
12:06:10 29-6-2022, 317, 24.00, 58.00
12:06:11 29-6-2022, 318, 24.00, 57.00
12:06:12 29-6-2022, 318, 24.00, 57.00
12:06:14 29-6-2022, 318, 24.00, 57.00
12:06:15 29-6-2022, 335, 24.00, 57.00
12:06:16 29-6-2022, 329, 24.00, 57.00
12:06:17 29-6-2022, 317, 24.00, 57.00
