11:44:37 29-6-2022, 529, 21.30, 64.00
11:44:38 29-6-2022, 530, 21.30, 64.00
11:44:39 29-6-2022, 531, 21.30, 71.00
11:44:40 29-6-2022, 531, 21.30, 71.00
11:44:42 29-6-2022, 533, 21.30, 70.00
11:44:43 29-6-2022, 534, 21.30, 70.00
11:44:44 29-6-2022, 535, 21.30, 71.00
11:44:45 29-6-2022, 537, 21.30, 71.00
11:44:46 29-6-2022, 538, 21.30, 70.00
11:44:48 29-6-2022, 539, 21.30, 70.00
11:44:49 29-6-2022, 540, 21.30, 70.00
11:44:50 29-6-2022, 541, 21.30, 70.00
11:44:51 29-6-2022, 541, 21.30, 70.00
11:44:53 29-6-2022, 542, 21.30, 70.00
11:44:54 29-6-2022, 543, 21.30, 70.00
11:44:55 29-6-2022, 544, 21.30, 70.00
11:44:56 29-6-2022, 546, 21.30, 70.00
11:44:58 29-6-2022, 546, 21.30, 70.00
11:44:59 29-6-2022, 546, 21.40, 70.00
11:45:00 29-6-2022, 547, 21.40, 70.00
11:45:02 29-6-2022, 547, 21.40, 71.00
11:45:03 29-6-2022, 547, 21.40, 71.00
11:45:05 29-6-2022, 548, 21.40, 69.00
11:45:06 29-6-2022, 548, 21.40, 69.00
11:45:08 29-6-2022, 548, 21.40, 69.00
11:45:09 29-6-2022, 549, 21.40, 69.00
11:45:10 29-6-2022, 549, 21.40, 70.00
11:45:11 29-6-2022, 549, 21.40, 70.00
11:45:12 29-6-2022, 549, 21.40, 70.00
11:45:14 29-6-2022, 549, 21.40, 70.00
11:45:15 29-6-2022, 549, 21.40, 70.00
11:45:16 29-6-2022, 549, 21.40, 70.00
11:45:17 29-6-2022, 549, 21.40, 70.00
11:45:19 29-6-2022, 549, 21.40, 70.00
11:45:20 29-6-2022, 549, 21.40, 70.00
11:45:21 29-6-2022, 549, 21.40, 70.00
11:45:22 29-6-2022, 549, 21.40, 70.00
11:45:23 29-6-2022, 548, 21.40, 70.00
11:45:25 29-6-2022, 548, 21.40, 70.00
11:45:26 29-6-2022, 548, 21.40, 70.00
11:45:27 29-6-2022, 547, 21.40, 70.00
11:45:28 29-6-2022, 546, 21.40, 70.00
11:45:30 29-6-2022, 546, 21.40, 70.00
11:45:31 29-6-2022, 545, 21.40, 70.00
11:45:32 29-6-2022, 545, 21.40, 70.00
11:45:33 29-6-2022, 545, 21.40, 70.00
11:45:35 29-6-2022, 544, 21.40, 70.00
11:45:36 29-6-2022, 545, 21.40, 70.00
11:45:37 29-6-2022, 545, 21.40, 70.00
11:45:38 29-6-2022, 545, 21.40, 70.00
11:45:39 29-6-2022, 545, 21.50, 70.00
11:45:41 29-6-2022, 544, 21.50, 70.00
11:45:42 29-6-2022, 543, 21.40, 70.00
11:45:43 29-6-2022, 543, 21.40, 70.00
11:45:44 29-6-2022, 541, 21.40, 70.00
11:45:46 29-6-2022, 542, 21.40, 70.00
11:45:47 29-6-2022, 542, 21.50, 70.00
11:45:48 29-6-2022, 541, 21.50, 70.00
11:45:49 29-6-2022, 540, 21.50, 70.00
11:45:51 29-6-2022, 539, 21.50, 70.00
11:45:52 29-6-2022, 538, 21.50, 70.00
11:45:53 29-6-2022, 536, 21.50, 70.00
11:45:54 29-6-2022, 535, 21.50, 70.00
11:45:55 29-6-2022, 533, 21.50, 70.00
11:45:57 29-6-2022, 532, 21.50, 70.00
11:45:58 29-6-2022, 530, 21.50, 70.00
11:45:59 29-6-2022, 531, 21.50, 70.00
11:46:00 29-6-2022, 530, 21.50, 70.00
11:46:02 29-6-2022, 529, 21.50, 70.00
11:46:03 29-6-2022, 528, 21.50, 70.00
11:46:04 29-6-2022, 527, 21.50, 70.00
11:46:05 29-6-2022, 527, 21.50, 70.00
11:46:07 29-6-2022, 526, 21.50, 70.00
11:46:08 29-6-2022, 525, 21.50, 70.00
11:46:09 29-6-2022, 525, 21.50, 70.00
11:46:10 29-6-2022, 524, 21.50, 70.00
11:46:11 29-6-2022, 524, 21.50, 70.00
11:46:13 29-6-2022, 523, 21.50, 70.00
11:46:14 29-6-2022, 523, 21.50, 70.00
11:46:15 29-6-2022, 521, 21.50, 70.00
11:46:16 29-6-2022, 520, 21.50, 70.00
11:46:18 29-6-2022, 519, 21.50, 70.00
11:46:19 29-6-2022, 519, 21.50, 70.00
11:46:20 29-6-2022, 517, 21.50, 70.00
11:46:21 29-6-2022, 515, 21.50, 70.00
11:46:23 29-6-2022, 514, 21.50, 70.00
11:46:24 29-6-2022, 515, 21.50, 70.00
11:46:25 29-6-2022, 514, 21.50, 70.00
11:46:26 29-6-2022, 513, 21.50, 70.00
11:46:27 29-6-2022, 512, 21.50, 70.00
11:46:29 29-6-2022, 512, 21.50, 70.00
11:46:30 29-6-2022, 511, 21.50, 70.00
11:46:31 29-6-2022, 510, 21.50, 70.00
11:46:32 29-6-2022, 509, 21.50, 70.00
11:46:34 29-6-2022, 508, 21.50, 70.00
