9:19:58 27-6-2022, 302, -9.70, 153.00
9:19:59 27-6-2022, 304, -9.70, 153.00
9:20:00 27-6-2022, 304, , 
9:20:01 27-6-2022, 305, , 
9:20:03 27-6-2022, 307, -9.70, 157.00
9:20:04 27-6-2022, 307, -9.70, 157.00
9:20:05 27-6-2022, 308, -9.70, 157.00
9:20:06 27-6-2022, 306, -9.70, 157.00
9:20:08 27-6-2022, 307, -9.70, 157.00
9:20:09 27-6-2022, 307, -9.70, 157.00
9:20:10 27-6-2022, 307, , 
9:20:11 27-6-2022, 306, , 
9:20:12 27-6-2022, 305, , 
9:20:14 27-6-2022, 305, , 
9:20:15 27-6-2022, 307, , 
9:20:16 27-6-2022, 315, , 
9:20:17 27-6-2022, 316, , 
9:20:19 27-6-2022, 315, , 
9:20:20 27-6-2022, 316, , 
9:20:21 27-6-2022, 317, , 
9:20:22 27-6-2022, 318, , 
9:20:23 27-6-2022, 320, , 
9:20:25 27-6-2022, 319, , 
9:20:26 27-6-2022, 324, , 
9:20:27 27-6-2022, 325, , 
9:20:28 27-6-2022, 327, , 
9:20:30 27-6-2022, 329, , 
9:20:31 27-6-2022, 331, , 
9:20:32 27-6-2022, 332, , 
9:20:33 27-6-2022, 334, , 
9:20:35 27-6-2022, 336, , 
9:20:36 27-6-2022, 337, , 
9:20:37 27-6-2022, 339, , 
9:20:38 27-6-2022, 340, , 
9:20:39 27-6-2022, 342, , 
9:20:41 27-6-2022, 343, , 
9:20:42 27-6-2022, 344, 10.00, 168.80
9:20:43 27-6-2022, 344, 10.00, 168.80
9:20:44 27-6-2022, 345, , 
9:20:46 27-6-2022, 346, , 
9:20:47 27-6-2022, 348, , 
9:20:48 27-6-2022, 349, , 
9:20:49 27-6-2022, 350, 10.00, 168.80
9:20:51 27-6-2022, 347, 10.00, 168.80
