12:12:05, 29-6-2022, 304, 23.70, 58.00
12:12:06, 29-6-2022, 305, 23.70, 58.00
12:12:07, 29-6-2022, 304, 23.60, 55.00
12:12:08, 29-6-2022, 304, 23.60, 55.00
12:12:10, 29-6-2022, 304, 23.60, 58.00
12:12:11, 29-6-2022, 305, 23.60, 58.00
12:12:12, 29-6-2022, 304, 23.60, 58.00
12:12:13, 29-6-2022, 304, 23.60, 58.00
12:12:15, 29-6-2022, 303, 23.60, 59.00
12:12:16, 29-6-2022, 304, 23.60, 59.00
12:12:17, 29-6-2022, 303, 23.60, 58.00
12:12:18, 29-6-2022, 109, 23.60, 58.00
12:12:19, 29-6-2022, 300, 23.60, 58.00
12:12:21, 29-6-2022, 304, 23.60, 58.00
12:12:22, 29-6-2022, 70, 23.60, 59.00
12:12:23, 29-6-2022, 44, 23.60, 59.00
12:12:24, 29-6-2022, 299, 23.60, 59.00
12:12:26, 29-6-2022, 300, 23.60, 59.00
12:12:27, 29-6-2022, 301, 23.70, 59.00
12:12:28, 29-6-2022, 305, 23.70, 59.00
12:12:29, 29-6-2022, 306, 23.60, 59.00
12:12:31, 29-6-2022, 307, 23.60, 59.00
12:12:32, 29-6-2022, 309, 23.60, 59.00
12:12:33, 29-6-2022, 304, 23.60, 59.00
12:12:34, 29-6-2022, 337, 23.70, 59.00
12:12:35, 29-6-2022, 338, 23.70, 59.00
12:12:37, 29-6-2022, 307, 23.70, 59.00
12:12:38, 29-6-2022, 299, 23.70, 59.00
12:12:39, 29-6-2022, 297, 23.70, 59.00
12:12:40, 29-6-2022, 300, 23.70, 59.00
12:12:42, 29-6-2022, 300, 23.70, 58.00
12:12:43, 29-6-2022, 301, 23.70, 58.00
12:12:44, 29-6-2022, 301, 23.70, 58.00
12:12:45, 29-6-2022, 280, 23.70, 58.00
12:12:47, 29-6-2022, 296, 23.70, 58.00
12:12:48, 29-6-2022, 296, 23.70, 58.00
12:12:49, 29-6-2022, 299, 23.70, 58.00
12:12:50, 29-6-2022, 299, 23.70, 58.00
12:12:51, 29-6-2022, 299, 23.70, 58.00
12:12:53, 29-6-2022, 299, 23.70, 58.00
12:12:54, 29-6-2022, 297, 23.70, 58.00
12:12:55, 29-6-2022, 295, 23.70, 58.00
12:12:56, 29-6-2022, 296, 23.70, 58.00
12:12:58, 29-6-2022, 330, 23.70, 58.00
12:12:59, 29-6-2022, 236, 23.70, 58.00
12:13:00, 29-6-2022, 233, 23.70, 58.00
12:13:01, 29-6-2022, 251, 23.70, 58.00
12:13:03, 29-6-2022, 261, 23.70, 58.00
12:13:04, 29-6-2022, 261, 23.70, 59.00
12:13:05, 29-6-2022, 263, 23.70, 59.00
12:13:06, 29-6-2022, 272, 23.60, 59.00
12:13:07, 29-6-2022, 268, 23.60, 59.00
12:13:09, 29-6-2022, 279, 23.70, 61.00
12:13:10, 29-6-2022, 257, 23.70, 61.00
12:13:11, 29-6-2022, 267, 23.70, 62.00
12:13:12, 29-6-2022, 254, 23.70, 62.00
12:13:14, 29-6-2022, 328, 23.70, 61.00
12:13:15, 29-6-2022, 328, 23.70, 61.00
12:13:16, 29-6-2022, 314, 23.70, 61.00
12:13:17, 29-6-2022, 334, 23.70, 61.00
12:13:19, 29-6-2022, 254, 23.70, 60.00
12:13:20, 29-6-2022, 251, 23.70, 60.00
12:13:21, 29-6-2022, 254, 23.70, 60.00
12:13:22, 29-6-2022, 254, 23.70, 60.00
12:13:23, 29-6-2022, 263, 23.70, 60.00
12:13:25, 29-6-2022, 277, 23.70, 60.00
12:13:26, 29-6-2022, 212, 23.70, 60.00
12:13:27, 29-6-2022, 223, 23.70, 60.00
12:13:28, 29-6-2022, 312, 23.70, 60.00
12:13:30, 29-6-2022, 312, 23.70, 60.00
12:13:31, 29-6-2022, 306, 23.70, 60.00
12:13:32, 29-6-2022, 310, 23.70, 60.00
12:13:33, 29-6-2022, 310, 23.70, 59.00
12:13:35, 29-6-2022, 310, 23.70, 59.00
12:13:36, 29-6-2022, 309, 23.70, 59.00
