11:25:26 27-6-2022, 298, , 
11:25:27 27-6-2022, 162, , 
11:25:28 27-6-2022, 160, 11.20, 168.80
11:25:29 27-6-2022, 161, 11.20, 168.80
11:25:31 27-6-2022, 149, 11.20, 156.00
11:25:32 27-6-2022, 149, 11.20, 156.00
11:25:33 27-6-2022, 149, , 
11:25:34 27-6-2022, 149, , 
11:25:35 27-6-2022, 149, , 
11:25:37 27-6-2022, 149, , 
11:25:38 27-6-2022, 149, 11.30, 155.00
11:25:39 27-6-2022, 149, 11.30, 155.00
11:25:40 27-6-2022, 149, , 
11:25:42 27-6-2022, 149, , 
11:25:43 27-6-2022, 149, , 
11:25:44 27-6-2022, 149, , 
11:25:45 27-6-2022, 146, , 
11:25:47 27-6-2022, 148, , 
11:25:48 27-6-2022, 148, , 
11:25:49 27-6-2022, 148, , 
11:25:50 27-6-2022, 148, , 
11:25:51 27-6-2022, 148, , 
11:25:53 27-6-2022, 148, , 
11:25:54 27-6-2022, 149, , 
11:25:55 27-6-2022, 148, , 
11:25:56 27-6-2022, 149, , 
11:25:58 27-6-2022, 149, -12.00, 153.00
11:25:59 27-6-2022, 149, -12.00, 153.00
11:26:00 27-6-2022, 148, -12.00, 153.00
11:26:01 27-6-2022, 148, -12.00, 153.00
11:26:03 27-6-2022, 148, -12.00, 153.00
11:26:04 27-6-2022, 148, -12.00, 153.00
11:26:05 27-6-2022, 148, , 
11:26:06 27-6-2022, 139, , 
11:26:07 27-6-2022, 140, , 
11:26:09 27-6-2022, 138, , 
11:26:10 27-6-2022, 141, , 
11:26:11 27-6-2022, 142, , 
11:26:12 27-6-2022, 144, , 
11:26:14 27-6-2022, 142, , 
11:26:15 27-6-2022, 139, -11.90, 152.00
11:26:16 27-6-2022, 138, -11.90, 152.00
11:26:17 27-6-2022, 140, -11.90, 152.00
11:26:19 27-6-2022, 138, -11.90, 152.00
11:26:20 27-6-2022, 139, -11.90, 152.00
11:26:21 27-6-2022, 137, -11.90, 152.00
11:26:22 27-6-2022, 137, -11.90, 152.00
11:26:23 27-6-2022, 137, -11.90, 152.00
11:26:25 27-6-2022, 135, , 
11:26:26 27-6-2022, 136, , 
11:26:27 27-6-2022, 136, , 
11:26:29 27-6-2022, 136, , 
11:26:30 27-6-2022, 134, -11.90, 152.00
11:26:32 27-6-2022, 134, -11.90, 152.00
11:26:33 27-6-2022, 136, , 
11:26:35 27-6-2022, 137, , 
