23:28:02 17-6-2022, 195
23:28:03 17-6-2022, 199
23:28:04 17-6-2022, 202
23:28:05 17-6-2022, 202
23:28:06 17-6-2022, 201
23:28:08 17-6-2022, 215
23:28:09 17-6-2022, 201
23:28:10 17-6-2022, 202
23:28:11 17-6-2022, 208
23:28:13 17-6-2022, 208
23:28:14 17-6-2022, 210
23:28:15 17-6-2022, 228
23:28:16 17-6-2022, 228
23:28:17 17-6-2022, 222
23:28:19 17-6-2022, 197
23:28:20 17-6-2022, 201
23:28:21 17-6-2022, 206
23:28:22 17-6-2022, 206
23:28:24 17-6-2022, 201
23:28:25 17-6-2022, 200
23:28:26 17-6-2022, 205
23:28:27 17-6-2022, 229
23:28:28 17-6-2022, 228
23:28:30 17-6-2022, 226
23:28:31 17-6-2022, 227
23:28:32 17-6-2022, 225
23:28:33 17-6-2022, 221
23:28:35 17-6-2022, 222
23:28:36 17-6-2022, 222
23:28:37 17-6-2022, 222
23:28:38 17-6-2022, 228
23:28:39 17-6-2022, 228
23:28:41 17-6-2022, 228
23:28:42 17-6-2022, 227
23:28:43 17-6-2022, 227
23:28:44 17-6-2022, 228
23:28:45 17-6-2022, 227
23:28:47 17-6-2022, 227
23:28:48 17-6-2022, 226
23:28:49 17-6-2022, 227
23:28:50 17-6-2022, 146
23:28:52 17-6-2022, 196
23:28:53 17-6-2022, 203
23:28:54 17-6-2022, 203
23:28:55 17-6-2022, 223
23:28:56 17-6-2022, 227
23:28:58 17-6-2022, 227
23:28:59 17-6-2022, 226
23:29:00 17-6-2022, 227
23:29:01 17-6-2022, 227
23:29:03 17-6-2022, 226
23:29:04 17-6-2022, 226
23:29:05 17-6-2022, 226
23:29:06 17-6-2022, 230
23:29:07 17-6-2022, 231
23:29:09 17-6-2022, 231
23:29:10 17-6-2022, 231
23:29:11 17-6-2022, 230
23:29:12 17-6-2022, 231
23:29:13 17-6-2022, 230
23:29:15 17-6-2022, 229
23:29:16 17-6-2022, 228
23:29:17 17-6-2022, 230
23:29:18 17-6-2022, 231
23:29:20 17-6-2022, 229
23:29:21 17-6-2022, 202
23:29:22 17-6-2022, 188
23:29:23 17-6-2022, 190
23:29:24 17-6-2022, 196
23:29:26 17-6-2022, 222
23:29:27 17-6-2022, 221
23:29:28 17-6-2022, 222
23:29:29 17-6-2022, 218
23:29:31 17-6-2022, 218
23:29:32 17-6-2022, 226
23:29:33 17-6-2022, 227
23:29:34 17-6-2022, 227
23:29:35 17-6-2022, 223
23:29:37 17-6-2022, 221
23:29:38 17-6-2022, 226
23:29:39 17-6-2022, 228
23:29:40 17-6-2022, 228
23:29:42 17-6-2022, 227
23:29:43 17-6-2022, 228
23:29:44 17-6-2022, 229
23:29:45 17-6-2022, 228
23:29:46 17-6-2022, 228
23:29:48 17-6-2022, 228
23:29:49 17-6-2022, 229
23:29:50 17-6-2022, 229
23:29:51 17-6-2022, 228
23:29:53 17-6-2022, 228
23:29:54 17-6-2022, 229
23:29:55 17-6-2022, 229
23:29:56 17-6-2022, 213
23:29:57 17-6-2022, 200
23:29:59 17-6-2022, 202
23:30:00 17-6-2022, 199
23:30:01 17-6-2022, 198
23:30:02 17-6-2022, 198
23:30:03 17-6-2022, 201
23:30:05 17-6-2022, 202
23:30:06 17-6-2022, 201
23:30:07 17-6-2022, 199
23:30:08 17-6-2022, 201
23:30:10 17-6-2022, 201
23:30:11 17-6-2022, 201
23:30:12 17-6-2022, 213
23:30:13 17-6-2022, 211
23:30:14 17-6-2022, 210
23:30:16 17-6-2022, 209
23:30:17 17-6-2022, 209
23:30:18 17-6-2022, 208
23:30:19 17-6-2022, 202
23:30:21 17-6-2022, 214
23:30:22 17-6-2022, 219
23:30:23 17-6-2022, 225
23:30:24 17-6-2022, 187
23:30:25 17-6-2022, 206
23:30:27 17-6-2022, 199
23:30:28 17-6-2022, 188
23:30:29 17-6-2022, 202
23:30:30 17-6-2022, 194
23:30:32 17-6-2022, 208
23:30:33 17-6-2022, 191
23:30:34 17-6-2022, 209
23:30:35 17-6-2022, 210
23:30:36 17-6-2022, 214
23:30:38 17-6-2022, 213
23:30:39 17-6-2022, 217
23:30:40 17-6-2022, 208
23:30:41 17-6-2022, 211
23:30:42 17-6-2022, 209
23:30:44 17-6-2022, 211
23:30:45 17-6-2022, 210
23:30:46 17-6-2022, 211
23:30:47 17-6-2022, 203
23:30:49 17-6-2022, 184
23:30:50 17-6-2022, 193
23:30:51 17-6-2022, 195
23:30:52 17-6-2022, 199
23:30:53 17-6-2022, 200
23:30:55 17-6-2022, 199
23:30:56 17-6-2022, 200
23:30:57 17-6-2022, 184
23:30:58 17-6-2022, 189
23:31:00 17-6-2022, 183
23:31:01 17-6-2022, 180
23:31:02 17-6-2022, 171
23:31:03 17-6-2022, 146
23:31:04 17-6-2022, 20
23:31:06 17-6-2022, 229
23:31:07 17-6-2022, 230
23:31:08 17-6-2022, 229
23:31:09 17-6-2022, 229
23:31:11 17-6-2022, 229
23:31:12 17-6-2022, 230
23:31:13 17-6-2022, 229
23:31:14 17-6-2022, 221
23:31:15 17-6-2022, 223
23:31:17 17-6-2022, 190
23:31:18 17-6-2022, 223
23:31:19 17-6-2022, 217
23:31:20 17-6-2022, 170
23:31:22 17-6-2022, 229
23:31:23 17-6-2022, 228
23:31:24 17-6-2022, 227
23:31:25 17-6-2022, 227
