23:50:04 17-6-2022, 228, 72
23:50:05 17-6-2022, 227, 59
23:50:06 17-6-2022, 228, 57
23:50:07 17-6-2022, 227, 57
23:50:08 17-6-2022, 227, 61
23:50:10 17-6-2022, 227, 65
23:50:11 17-6-2022, 227, 72
23:50:12 17-6-2022, 228, 92
23:50:13 17-6-2022, 227, 107
23:50:15 17-6-2022, 228, 110
23:50:16 17-6-2022, 10, 113
23:50:17 17-6-2022, 0, 98
23:50:18 17-6-2022, 211, 92
23:50:20 17-6-2022, 214, 82
23:50:21 17-6-2022, 228, 67
23:50:22 17-6-2022, 226, 53
23:50:23 17-6-2022, 228, 41
23:50:24 17-6-2022, 228, 38
23:50:26 17-6-2022, 229, 37
23:50:27 17-6-2022, 229, 36
23:50:28 17-6-2022, 229, 36
23:50:29 17-6-2022, 229, 36
23:50:30 17-6-2022, 217, 33
23:50:32 17-6-2022, 216, 38
23:50:33 17-6-2022, 228, 38
23:50:34 17-6-2022, 221, 38
23:50:35 17-6-2022, 20, 37
23:50:37 17-6-2022, 16, 37
23:50:38 17-6-2022, 3, 38
23:50:39 17-6-2022, 190, 37
23:50:40 17-6-2022, 223, 39
23:50:41 17-6-2022, 2, 38
23:50:43 17-6-2022, 0, 38
23:50:44 17-6-2022, 0, 37
23:50:45 17-6-2022, 0, 37
23:50:46 17-6-2022, 223, 37
23:50:48 17-6-2022, 228, 38
23:50:49 17-6-2022, 228, 37
23:50:50 17-6-2022, 229, 37
23:50:51 17-6-2022, 220, 37
23:50:52 17-6-2022, 226, 38
23:50:54 17-6-2022, 200, 37
23:50:55 17-6-2022, 216, 37
23:50:56 17-6-2022, 211, 38
23:50:57 17-6-2022, 211, 37
23:50:59 17-6-2022, 217, 38
23:51:00 17-6-2022, 217, 38
23:51:01 17-6-2022, 215, 38
23:51:02 17-6-2022, 228, 37
23:51:03 17-6-2022, 229, 38
23:51:05 17-6-2022, 228, 36
23:51:06 17-6-2022, 229, 38
23:51:07 17-6-2022, 229, 37
23:51:08 17-6-2022, 228, 36
23:51:09 17-6-2022, 228, 36
23:51:11 17-6-2022, 228, 36
23:51:12 17-6-2022, 220, 38
23:51:13 17-6-2022, 230, 38
23:51:14 17-6-2022, 230, 37
23:51:16 17-6-2022, 231, 38
23:51:17 17-6-2022, 230, 37
23:51:18 17-6-2022, 230, 38
23:51:19 17-6-2022, 230, 37
23:51:20 17-6-2022, 230, 39
23:51:22 17-6-2022, 231, 37
23:51:23 17-6-2022, 231, 37
23:51:24 17-6-2022, 230, 37
23:51:25 17-6-2022, 230, 36
23:51:27 17-6-2022, 230, 37
23:51:28 17-6-2022, 230, 38
23:51:29 17-6-2022, 230, 37
23:51:30 17-6-2022, 231, 37
23:51:31 17-6-2022, 231, 37
23:51:33 17-6-2022, 230, 37
23:51:34 17-6-2022, 230, 38
23:51:35 17-6-2022, 231, 37
23:51:36 17-6-2022, 230, 37
23:51:37 17-6-2022, 229, 38
23:51:39 17-6-2022, 230, 38
23:51:40 17-6-2022, 231, 36
23:51:41 17-6-2022, 230, 38
23:51:42 17-6-2022, 230, 38
23:51:44 17-6-2022, 231, 38
23:51:45 17-6-2022, 230, 37
23:51:46 17-6-2022, 230, 37
23:51:47 17-6-2022, 231, 37
23:51:48 17-6-2022, 230, 39
23:51:50 17-6-2022, 230, 36
23:51:51 17-6-2022, 231, 37
23:51:52 17-6-2022, 230, 37
23:51:53 17-6-2022, 231, 36
23:51:55 17-6-2022, 230, 38
23:51:56 17-6-2022, 230, 37
23:51:57 17-6-2022, 230, 37
23:51:58 17-6-2022, 230, 39
23:52:00 17-6-2022, 229, 38
23:52:01 17-6-2022, 200, 38
23:52:02 17-6-2022, 137, 38
23:52:03 17-6-2022, 214, 38
23:52:04 17-6-2022, 215, 39
23:52:06 17-6-2022, 217, 37
23:52:07 17-6-2022, 217, 38
23:52:08 17-6-2022, 217, 38
23:52:09 17-6-2022, 228, 37
23:52:10 17-6-2022, 229, 37
23:52:12 17-6-2022, 229, 38
23:52:13 17-6-2022, 229, 38
23:52:14 17-6-2022, 229, 38
23:52:16 17-6-2022, 229, 37
23:52:18 17-6-2022, 229, 38
23:52:19 17-6-2022, 230, 38
23:52:20 17-6-2022, 229, 38
23:52:22 17-6-2022, 229, 37
23:52:23 17-6-2022, 230, 38
23:52:24 17-6-2022, 230, 37
23:52:25 17-6-2022, 147, 38
23:52:27 17-6-2022, 229, 38
23:52:28 17-6-2022, 230, 38
23:52:29 17-6-2022, 229, 39
23:52:30 17-6-2022, 229, 38
23:52:31 17-6-2022, 230, 37
23:52:33 17-6-2022, 229, 39
23:52:34 17-6-2022, 229, 38
23:52:35 17-6-2022, 230, 38
23:52:36 17-6-2022, 230, 38
23:52:37 17-6-2022, 229, 39
23:52:39 17-6-2022, 229, 39
23:52:40 17-6-2022, 230, 37
23:52:41 17-6-2022, 229, 37
23:52:42 17-6-2022, 230, 38
23:52:44 17-6-2022, 229, 38
23:52:45 17-6-2022, 229, 37
23:52:46 17-6-2022, 230, 39
23:52:47 17-6-2022, 229, 40
23:52:48 17-6-2022, 229, 38
23:52:50 17-6-2022, 230, 37
23:52:51 17-6-2022, 229, 37
23:52:52 17-6-2022, 229, 38
23:52:53 17-6-2022, 230, 39
23:52:55 17-6-2022, 229, 37
23:52:56 17-6-2022, 216, 37
23:52:57 17-6-2022, 216, 38
23:52:58 17-6-2022, 229, 39
23:52:59 17-6-2022, 230, 39
23:53:01 17-6-2022, 229, 38
23:53:02 17-6-2022, 230, 38
23:53:03 17-6-2022, 230, 38
23:53:04 17-6-2022, 215, 38
23:53:06 17-6-2022, 58, 38
23:53:07 17-6-2022, 230, 38
23:53:08 17-6-2022, 229, 37
23:53:09 17-6-2022, 229, 39
23:53:10 17-6-2022, 229, 38
23:53:12 17-6-2022, 230, 39
23:53:13 17-6-2022, 229, 38
23:53:14 17-6-2022, 228, 38
23:53:15 17-6-2022, 229, 38
23:53:16 17-6-2022, 229, 39
23:53:18 17-6-2022, 229, 40
23:53:19 17-6-2022, 229, 40
23:53:20 17-6-2022, 230, 41
23:53:21 17-6-2022, 229, 40
23:53:23 17-6-2022, 229, 40
23:53:24 17-6-2022, 230, 40
23:53:25 17-6-2022, 229, 41
23:53:26 17-6-2022, 229, 41
23:53:27 17-6-2022, 230, 41
23:53:29 17-6-2022, 229, 42
23:53:30 17-6-2022, 229, 41
23:53:31 17-6-2022, 229, 42
23:53:32 17-6-2022, 228, 42
23:53:34 17-6-2022, 229, 42
23:53:35 17-6-2022, 229, 43
23:53:36 17-6-2022, 228, 43
23:53:37 17-6-2022, 229, 43
23:53:38 17-6-2022, 228, 44
23:53:40 17-6-2022, 229, 44
23:53:41 17-6-2022, 229, 44
23:53:42 17-6-2022, 229, 45
23:53:43 17-6-2022, 228, 44
23:53:45 17-6-2022, 229, 45
23:53:46 17-6-2022, 230, 45
23:53:47 17-6-2022, 229, 45
23:53:48 17-6-2022, 228, 45
23:53:49 17-6-2022, 229, 45
23:53:51 17-6-2022, 230, 46
23:53:52 17-6-2022, 230, 46
23:53:53 17-6-2022, 228, 46
23:53:54 17-6-2022, 228, 47
23:53:55 17-6-2022, 228, 47
23:53:57 17-6-2022, 228, 47
23:53:58 17-6-2022, 228, 48
23:53:59 17-6-2022, 228, 48
23:54:00 17-6-2022, 229, 48
23:54:02 17-6-2022, 228, 47
23:54:03 17-6-2022, 229, 48
23:54:04 17-6-2022, 229, 48
23:54:05 17-6-2022, 228, 48
23:54:06 17-6-2022, 229, 49
23:54:08 17-6-2022, 229, 50
23:54:09 17-6-2022, 228, 49
23:54:10 17-6-2022, 229, 49
23:54:11 17-6-2022, 229, 50
23:54:13 17-6-2022, 228, 49
23:54:14 17-6-2022, 228, 49
23:54:15 17-6-2022, 229, 50
23:54:16 17-6-2022, 228, 50
23:54:17 17-6-2022, 213, 50
23:54:19 17-6-2022, 220, 51
23:54:20 17-6-2022, 25, 50
23:54:21 17-6-2022, 229, 49
23:54:22 17-6-2022, 189, 49
23:54:24 17-6-2022, 228, 49
23:54:25 17-6-2022, 224, 51
23:54:26 17-6-2022, 142, 50
23:54:27 17-6-2022, 141, 49
23:54:28 17-6-2022, 208, 51
23:54:30 17-6-2022, 228, 51
23:54:31 17-6-2022, 228, 52
23:54:32 17-6-2022, 229, 53
23:54:33 17-6-2022, 229, 54
23:54:34 17-6-2022, 230, 53
23:54:36 17-6-2022, 229, 54
23:54:37 17-6-2022, 230, 54
23:54:38 17-6-2022, 230, 54
23:54:39 17-6-2022, 230, 54
23:54:41 17-6-2022, 230, 55
23:54:42 17-6-2022, 230, 55
23:54:43 17-6-2022, 230, 54
23:54:44 17-6-2022, 230, 55
23:54:45 17-6-2022, 229, 57
23:54:47 17-6-2022, 230, 56
23:54:48 17-6-2022, 231, 56
23:54:49 17-6-2022, 229, 56
23:54:50 17-6-2022, 229, 57
23:54:52 17-6-2022, 230, 54
23:54:53 17-6-2022, 230, 57
23:54:54 17-6-2022, 229, 59
23:54:55 17-6-2022, 229, 57
23:54:56 17-6-2022, 229, 57
23:54:58 17-6-2022, 229, 59
23:54:59 17-6-2022, 230, 58
23:55:00 17-6-2022, 229, 59
23:55:01 17-6-2022, 229, 60
23:55:03 17-6-2022, 230, 59
23:55:04 17-6-2022, 229, 60
23:55:05 17-6-2022, 229, 60
23:55:06 17-6-2022, 229, 60
23:55:07 17-6-2022, 229, 60
23:55:08 17-6-2022, 229, 61
23:55:10 17-6-2022, 230, 61
23:55:11 17-6-2022, 230, 61
23:55:12 17-6-2022, 229, 62
23:55:13 17-6-2022, 230, 63
23:55:14 17-6-2022, 229, 63
23:55:16 17-6-2022, 229, 62
23:55:17 17-6-2022, 230, 63
23:55:18 17-6-2022, 229, 63
23:55:19 17-6-2022, 229, 64
23:55:21 17-6-2022, 230, 63
23:55:22 17-6-2022, 229, 63
23:55:23 17-6-2022, 230, 65
23:55:24 17-6-2022, 230, 65
23:55:25 17-6-2022, 230, 65
23:55:27 17-6-2022, 230, 66
23:55:28 17-6-2022, 230, 65
23:55:29 17-6-2022, 229, 65
23:55:30 17-6-2022, 230, 66
23:55:32 17-6-2022, 230, 66
23:55:33 17-6-2022, 230, 66
23:55:34 17-6-2022, 229, 65
23:55:35 17-6-2022, 150, 66
23:55:36 17-6-2022, 47, 66
23:55:38 17-6-2022, 167, 67
23:55:39 17-6-2022, 213, 66
23:55:40 17-6-2022, 225, 68
23:55:41 17-6-2022, 213, 67
23:55:42 17-6-2022, 173, 68
23:55:44 17-6-2022, 144, 68
23:55:45 17-6-2022, 120, 68
23:55:46 17-6-2022, 125, 66
23:55:47 17-6-2022, 228, 69
23:55:49 17-6-2022, 229, 69
23:55:50 17-6-2022, 228, 70
23:55:51 17-6-2022, 229, 70
23:55:52 17-6-2022, 230, 71
23:55:53 17-6-2022, 224, 70
23:55:55 17-6-2022, 200, 70
23:55:56 17-6-2022, 202, 70
23:55:57 17-6-2022, 190, 71
23:55:58 17-6-2022, 189, 71
23:56:00 17-6-2022, 218, 71
23:56:01 17-6-2022, 226, 72
23:56:02 17-6-2022, 230, 72
23:56:03 17-6-2022, 229, 72
23:56:04 17-6-2022, 229, 73
23:56:06 17-6-2022, 230, 72
23:56:07 17-6-2022, 229, 74
23:56:08 17-6-2022, 229, 73
23:56:09 17-6-2022, 204, 74
23:56:11 17-6-2022, 109, 74
23:56:12 17-6-2022, 211, 73
23:56:13 17-6-2022, 149, 74
23:56:14 17-6-2022, 229, 74
23:56:15 17-6-2022, 229, 75
23:56:17 17-6-2022, 229, 74
23:56:18 17-6-2022, 228, 75
23:56:19 17-6-2022, 217, 75
23:56:20 17-6-2022, 229, 76
23:56:21 17-6-2022, 230, 76
23:56:23 17-6-2022, 230, 76
23:56:24 17-6-2022, 229, 76
23:56:25 17-6-2022, 230, 78
23:56:26 17-6-2022, 230, 77
23:56:28 17-6-2022, 230, 77
23:56:29 17-6-2022, 229, 77
23:56:30 17-6-2022, 229, 77
23:56:31 17-6-2022, 230, 77
23:56:32 17-6-2022, 230, 78
23:56:34 17-6-2022, 229, 78
23:56:35 17-6-2022, 230, 79
23:56:36 17-6-2022, 230, 79
23:56:37 17-6-2022, 230, 78
23:56:39 17-6-2022, 229, 80
23:56:40 17-6-2022, 230, 80
23:56:41 17-6-2022, 229, 80
23:56:42 17-6-2022, 229, 80
23:56:43 17-6-2022, 230, 81
23:56:45 17-6-2022, 230, 81
23:56:46 17-6-2022, 230, 80
23:56:47 17-6-2022, 229, 80
23:56:48 17-6-2022, 230, 81
23:56:50 17-6-2022, 230, 81
23:56:51 17-6-2022, 230, 82
23:56:52 17-6-2022, 229, 82
23:56:53 17-6-2022, 230, 83
23:56:54 17-6-2022, 230, 84
23:56:56 17-6-2022, 230, 83
23:56:57 17-6-2022, 229, 82
23:56:58 17-6-2022, 230, 83
23:56:59 17-6-2022, 230, 84
23:57:00 17-6-2022, 230, 85
23:57:02 17-6-2022, 230, 82
23:57:03 17-6-2022, 229, 84
23:57:04 17-6-2022, 230, 84
23:57:05 17-6-2022, 230, 84
23:57:07 17-6-2022, 230, 85
23:57:08 17-6-2022, 229, 85
23:57:09 17-6-2022, 230, 85
23:57:10 17-6-2022, 230, 86
23:57:11 17-6-2022, 229, 87
23:57:13 17-6-2022, 229, 86
23:57:14 17-6-2022, 230, 86
23:57:15 17-6-2022, 230, 87
23:57:16 17-6-2022, 230, 87
23:57:18 17-6-2022, 229, 88
23:57:19 17-6-2022, 230, 88
23:57:20 17-6-2022, 229, 88
23:57:21 17-6-2022, 230, 89
23:57:22 17-6-2022, 230, 89
23:57:24 17-6-2022, 230, 89
23:57:25 17-6-2022, 229, 89
23:57:26 17-6-2022, 230, 90
23:57:27 17-6-2022, 230, 90
23:57:29 17-6-2022, 229, 90
23:57:30 17-6-2022, 229, 91
23:57:31 17-6-2022, 230, 91
23:57:32 17-6-2022, 229, 92
23:57:33 17-6-2022, 230, 92
23:57:35 17-6-2022, 230, 92
23:57:36 17-6-2022, 229, 92
23:57:37 17-6-2022, 230, 93
23:57:38 17-6-2022, 231, 92
23:57:39 17-6-2022, 230, 92
23:57:41 17-6-2022, 229, 93
23:57:42 17-6-2022, 230, 93
23:57:43 17-6-2022, 230, 93
23:57:44 17-6-2022, 230, 93
23:57:46 17-6-2022, 230, 94
23:57:47 17-6-2022, 230, 94
23:57:48 17-6-2022, 231, 95
23:57:49 17-6-2022, 230, 95
23:57:50 17-6-2022, 230, 96
23:57:52 17-6-2022, 230, 95
23:57:53 17-6-2022, 231, 95
23:57:54 17-6-2022, 230, 96
23:57:55 17-6-2022, 229, 97
23:57:57 17-6-2022, 230, 96
23:57:58 17-6-2022, 230, 96
23:57:59 17-6-2022, 230, 96
23:58:00 17-6-2022, 229, 96
23:58:01 17-6-2022, 230, 97
23:58:03 17-6-2022, 230, 96
23:58:04 17-6-2022, 230, 97
23:58:05 17-6-2022, 229, 97
23:58:06 17-6-2022, 230, 97
23:58:07 17-6-2022, 230, 98
23:58:09 17-6-2022, 230, 98
23:58:10 17-6-2022, 230, 99
23:58:11 17-6-2022, 230, 99
23:58:12 17-6-2022, 230, 100
23:58:14 17-6-2022, 230, 99
23:58:15 17-6-2022, 229, 99
23:58:16 17-6-2022, 230, 100
23:58:17 17-6-2022, 230, 100
23:58:19 17-6-2022, 230, 101
23:58:20 17-6-2022, 229, 100
23:58:21 17-6-2022, 230, 100
23:58:22 17-6-2022, 230, 101
23:58:23 17-6-2022, 229, 101
23:58:25 17-6-2022, 230, 102
23:58:26 17-6-2022, 230, 104
23:58:27 17-6-2022, 230, 102
23:58:28 17-6-2022, 231, 102
23:58:29 17-6-2022, 230, 102
23:58:31 17-6-2022, 229, 102
23:58:32 17-6-2022, 230, 103
23:58:33 17-6-2022, 230, 103
23:58:34 17-6-2022, 230, 104
23:58:36 17-6-2022, 230, 104
23:58:37 17-6-2022, 230, 104
23:58:38 17-6-2022, 230, 104
23:58:39 17-6-2022, 230, 105
23:58:40 17-6-2022, 229, 105
23:58:42 17-6-2022, 230, 106
23:58:43 17-6-2022, 230, 104
23:58:44 17-6-2022, 230, 104
23:58:45 17-6-2022, 229, 106
23:58:47 17-6-2022, 229, 106
23:58:48 17-6-2022, 230, 106
23:58:49 17-6-2022, 230, 106
23:58:50 17-6-2022, 229, 107
23:58:51 17-6-2022, 230, 107
23:58:53 17-6-2022, 230, 107
23:58:54 17-6-2022, 229, 108
23:58:55 17-6-2022, 229, 107
23:58:56 17-6-2022, 230, 108
23:58:58 17-6-2022, 229, 108
23:58:59 17-6-2022, 229, 108
23:59:00 17-6-2022, 230, 110
23:59:01 17-6-2022, 230, 110
23:59:02 17-6-2022, 229, 108
23:59:04 17-6-2022, 229, 110
23:59:05 17-6-2022, 229, 109
23:59:06 17-6-2022, 229, 108
23:59:07 17-6-2022, 230, 110
23:59:08 17-6-2022, 230, 111
23:59:10 17-6-2022, 229, 112
23:59:11 17-6-2022, 230, 111
23:59:12 17-6-2022, 230, 111
23:59:13 17-6-2022, 229, 112
23:59:15 17-6-2022, 229, 112
23:59:16 17-6-2022, 230, 113
23:59:17 17-6-2022, 229, 112
23:59:18 17-6-2022, 230, 114
23:59:19 17-6-2022, 230, 113
23:59:21 17-6-2022, 230, 114
23:59:22 17-6-2022, 230, 114
23:59:23 17-6-2022, 231, 114
23:59:24 17-6-2022, 230, 114
23:59:26 17-6-2022, 230, 114
23:59:27 17-6-2022, 230, 115
23:59:28 17-6-2022, 230, 116
23:59:29 17-6-2022, 230, 115
23:59:30 17-6-2022, 229, 115
23:59:32 17-6-2022, 230, 113
23:59:33 17-6-2022, 231, 116
23:59:34 17-6-2022, 230, 116
23:59:35 17-6-2022, 229, 115
23:59:37 17-6-2022, 230, 117
23:59:38 17-6-2022, 230, 117
23:59:39 17-6-2022, 230, 118
23:59:40 17-6-2022, 230, 118
23:59:41 17-6-2022, 230, 117
23:59:43 17-6-2022, 230, 118
23:59:44 17-6-2022, 230, 118
23:59:45 17-6-2022, 229, 118
23:59:46 17-6-2022, 230, 118
23:59:47 17-6-2022, 230, 119
23:59:49 17-6-2022, 230, 119
23:59:50 17-6-2022, 229, 119
23:59:51 17-6-2022, 230, 119
23:59:52 17-6-2022, 230, 120
23:59:54 17-6-2022, 230, 120
23:59:55 17-6-2022, 229, 120
23:59:56 17-6-2022, 230, 120
23:59:57 17-6-2022, 229, 120
23:59:58 17-6-2022, 229, 121
0:00:00 18-6-2022, 230, 121
0:00:01 18-6-2022, 230, 121
0:00:02 18-6-2022, 229, 121
0:00:03 18-6-2022, 229, 122
0:00:05 18-6-2022, 230, 121
0:00:06 18-6-2022, 230, 123
0:00:07 18-6-2022, 229, 123
0:00:08 18-6-2022, 229, 122
0:00:09 18-6-2022, 229, 123
0:00:11 18-6-2022, 228, 124
0:00:12 18-6-2022, 228, 123
0:00:13 18-6-2022, 229, 124
0:00:14 18-6-2022, 229, 124
0:00:15 18-6-2022, 229, 124
0:00:17 18-6-2022, 224, 125
0:00:18 18-6-2022, 230, 125
0:00:19 18-6-2022, 230, 126
0:00:20 18-6-2022, 229, 126
0:00:22 18-6-2022, 229, 125
0:00:23 18-6-2022, 229, 126
0:00:24 18-6-2022, 229, 126
0:00:25 18-6-2022, 229, 126
0:00:26 18-6-2022, 229, 126
0:00:28 18-6-2022, 230, 126
0:00:29 18-6-2022, 230, 127
0:00:30 18-6-2022, 228, 127
0:00:31 18-6-2022, 229, 129
0:00:33 18-6-2022, 229, 128
0:00:34 18-6-2022, 230, 127
0:00:35 18-6-2022, 229, 128
0:00:36 18-6-2022, 229, 127
0:00:37 18-6-2022, 230, 128
0:00:39 18-6-2022, 230, 128
0:00:40 18-6-2022, 229, 129
0:00:41 18-6-2022, 229, 129
0:00:42 18-6-2022, 230, 130
0:00:43 18-6-2022, 230, 129
0:00:45 18-6-2022, 230, 128
0:00:46 18-6-2022, 229, 129
0:00:47 18-6-2022, 230, 129
0:00:48 18-6-2022, 230, 129
0:00:50 18-6-2022, 229, 129
0:00:51 18-6-2022, 229, 130
0:00:52 18-6-2022, 230, 131
0:00:53 18-6-2022, 229, 130
0:00:54 18-6-2022, 229, 131
0:00:56 18-6-2022, 229, 132
0:00:57 18-6-2022, 230, 132
0:00:58 18-6-2022, 230, 131
0:00:59 18-6-2022, 229, 133
0:01:01 18-6-2022, 228, 132
0:01:02 18-6-2022, 229, 134
0:01:03 18-6-2022, 228, 132
0:01:04 18-6-2022, 228, 133
0:01:05 18-6-2022, 228, 134
0:01:07 18-6-2022, 228, 134
0:01:08 18-6-2022, 229, 134
0:01:09 18-6-2022, 229, 134
0:01:10 18-6-2022, 229, 134
0:01:12 18-6-2022, 229, 136
0:01:13 18-6-2022, 229, 135
0:01:14 18-6-2022, 229, 135
0:01:15 18-6-2022, 229, 135
0:01:16 18-6-2022, 229, 136
0:01:18 18-6-2022, 229, 136
0:01:19 18-6-2022, 229, 137
0:01:20 18-6-2022, 229, 136
0:01:21 18-6-2022, 230, 136
0:01:22 18-6-2022, 230, 136
0:01:24 18-6-2022, 230, 138
0:01:25 18-6-2022, 230, 138
0:01:26 18-6-2022, 230, 138
0:01:27 18-6-2022, 230, 139
0:01:29 18-6-2022, 229, 137
0:01:30 18-6-2022, 229, 139
0:01:31 18-6-2022, 229, 139
0:01:32 18-6-2022, 230, 139
0:01:33 18-6-2022, 230, 139
0:01:35 18-6-2022, 230, 140
0:01:36 18-6-2022, 229, 139
0:01:37 18-6-2022, 229, 139
0:01:38 18-6-2022, 229, 140
0:01:40 18-6-2022, 230, 140
0:01:41 18-6-2022, 230, 140
0:01:42 18-6-2022, 229, 141
0:01:43 18-6-2022, 230, 141
0:01:44 18-6-2022, 230, 142
0:01:46 18-6-2022, 229, 142
0:01:47 18-6-2022, 229, 141
0:01:48 18-6-2022, 229, 141
0:01:49 18-6-2022, 230, 143
0:01:50 18-6-2022, 230, 143
0:01:52 18-6-2022, 230, 142
0:01:53 18-6-2022, 229, 144
0:01:54 18-6-2022, 229, 144
0:01:55 18-6-2022, 229, 143
0:01:57 18-6-2022, 230, 144
0:01:58 18-6-2022, 230, 144
0:01:59 18-6-2022, 229, 144
0:02:00 18-6-2022, 229, 144
0:02:01 18-6-2022, 229, 144
0:02:03 18-6-2022, 229, 146
0:02:04 18-6-2022, 230, 145
0:02:05 18-6-2022, 229, 146
0:02:06 18-6-2022, 230, 145
0:02:08 18-6-2022, 230, 145
0:02:09 18-6-2022, 230, 146
0:02:10 18-6-2022, 230, 145
0:02:11 18-6-2022, 229, 145
0:02:12 18-6-2022, 229, 147
0:02:14 18-6-2022, 229, 146
0:02:15 18-6-2022, 230, 147
0:02:16 18-6-2022, 230, 148
0:02:17 18-6-2022, 229, 147
0:02:18 18-6-2022, 229, 147
0:02:20 18-6-2022, 230, 149
0:02:21 18-6-2022, 229, 149
0:02:22 18-6-2022, 229, 149
