4:49:51 25-6-2022, 137, , 
4:49:52 25-6-2022, 138, -11.70, 154.00
4:49:54 25-6-2022, 138, -11.70, 154.00
4:49:55 25-6-2022, 139, -11.70, 152.00
4:49:56 25-6-2022, 139, -11.70, 152.00
4:49:57 25-6-2022, 138, -11.70, 154.00
4:49:58 25-6-2022, 139, -11.70, 154.00
4:50:00 25-6-2022, 144, -11.70, 154.00
4:50:01 25-6-2022, 77, -11.70, 154.00
4:50:02 25-6-2022, 38, , 
4:50:03 25-6-2022, 38, , 
4:50:05 25-6-2022, 38, , 
4:50:06 25-6-2022, 38, , 
4:50:07 25-6-2022, 38, , 
4:50:08 25-6-2022, 39, , 
4:50:10 25-6-2022, 40, , 
4:50:11 25-6-2022, 40, , 
4:50:12 25-6-2022, 40, 12.00, 164.00
4:50:13 25-6-2022, 40, 12.00, 164.00
4:50:14 25-6-2022, 40, , 
4:50:16 25-6-2022, 40, , 
4:50:17 25-6-2022, 39, , 
4:50:18 25-6-2022, 105, , 
4:50:19 25-6-2022, 178, , 
4:50:21 25-6-2022, 155, , 
4:50:22 25-6-2022, 149, , 
4:50:23 25-6-2022, 149, , 
4:50:24 25-6-2022, 147, , 
4:50:25 25-6-2022, 147, , 
4:50:27 25-6-2022, 147, 12.10, 163.00
4:50:28 25-6-2022, 146, 12.10, 163.00
4:50:29 25-6-2022, 147, 12.10, 162.00
4:50:30 25-6-2022, 148, 12.10, 162.00
4:50:32 25-6-2022, 147, 12.10, 161.00
4:50:33 25-6-2022, 146, 12.10, 161.00
4:50:34 25-6-2022, 149, , 
4:50:35 25-6-2022, 151, , 
4:50:37 25-6-2022, 152, 12.10, 160.00
4:50:38 25-6-2022, 151, 12.10, 160.00
4:50:39 25-6-2022, 149, 12.10, 159.00
4:50:40 25-6-2022, 149, 12.10, 159.00
4:50:41 25-6-2022, 148, , 
4:50:43 25-6-2022, 147, , 
4:50:44 25-6-2022, 146, 12.10, 158.00
4:50:45 25-6-2022, 151, 12.10, 158.00
4:50:46 25-6-2022, 150, 12.10, 158.00
4:50:48 25-6-2022, 149, 12.10, 158.00
4:50:49 25-6-2022, 141, 12.10, 169.80
4:50:50 25-6-2022, 72, 12.10, 169.80
4:50:51 25-6-2022, 76, , 
4:50:53 25-6-2022, 78, , 
4:50:54 25-6-2022, 80, 12.10, 169.80
4:50:55 25-6-2022, 83, 12.10, 169.80
4:50:56 25-6-2022, 79, 12.10, 172.80
4:50:58 25-6-2022, 74, 12.10, 172.80
4:50:59 25-6-2022, 54, 12.10, 162.00
4:51:00 25-6-2022, 40, 12.10, 162.00
4:51:01 25-6-2022, 40, 12.20, 174.80
4:51:02 25-6-2022, 40, 12.20, 174.80
4:51:04 25-6-2022, 58, , 
4:51:05 25-6-2022, 93, , 
4:51:06 25-6-2022, 92, , 
4:51:07 25-6-2022, 92, , 
4:51:09 25-6-2022, 91, , 
4:51:10 25-6-2022, 90, , 
4:51:11 25-6-2022, 90, , 
4:51:12 25-6-2022, 89, , 
4:51:14 25-6-2022, 89, , 
4:51:15 25-6-2022, 87, , 
4:51:16 25-6-2022, 86, , 
4:51:17 25-6-2022, 86, , 
4:51:18 25-6-2022, 86, , 
4:51:20 25-6-2022, 85, , 
4:51:21 25-6-2022, 118, -12.80, 168.00
4:51:22 25-6-2022, 179, -12.80, 168.00
4:51:23 25-6-2022, 160, , 
4:51:25 25-6-2022, 155, , 
4:51:26 25-6-2022, 156, -12.70, 166.00
4:51:27 25-6-2022, 157, -12.70, 166.00
4:51:28 25-6-2022, 156, -12.70, 164.00
4:51:29 25-6-2022, 156, -12.70, 164.00
4:51:31 25-6-2022, 157, , 
4:51:32 25-6-2022, 157, , 
4:51:33 25-6-2022, 157, , 
4:51:34 25-6-2022, 157, , 
4:51:36 25-6-2022, 157, , 
4:51:37 25-6-2022, 158, , 
4:51:38 25-6-2022, 157, , 
4:51:39 25-6-2022, 162, , 
4:51:41 25-6-2022, 161, , 
4:51:42 25-6-2022, 161, , 
4:51:43 25-6-2022, 161, , 
4:51:44 25-6-2022, 161, , 
4:51:45 25-6-2022, 161, , 
4:51:47 25-6-2022, 161, , 
4:51:48 25-6-2022, 159, , 
4:51:49 25-6-2022, 160, , 
4:51:50 25-6-2022, 160, , 
4:51:52 25-6-2022, 165, , 
4:51:53 25-6-2022, 125, , 
4:51:54 25-6-2022, 123, , 
4:51:55 25-6-2022, 122, , 
4:51:57 25-6-2022, 131, , 
4:51:58 25-6-2022, 132, , 
