Time, Date, light, temperature, humidity
13:26:47, 29-6-2022, 370, 23.70, 55.00
13:26:48, 29-6-2022, 368, 23.70, 55.00
13:26:49, 29-6-2022, 369, 23.70, 60.00
13:26:51, 29-6-2022, 367, 23.70, 60.00
13:26:52, 29-6-2022, 368, 23.70, 58.00
13:26:53, 29-6-2022, 365, 23.70, 58.00
13:26:54, 29-6-2022, 368, 23.70, 58.00
13:26:55, 29-6-2022, 369, 23.70, 58.00
13:26:57, 29-6-2022, 368, 23.80, 58.00
13:26:58, 29-6-2022, 362, 23.80, 58.00
13:26:59, 29-6-2022, 353, 23.80, 58.00
13:27:00, 29-6-2022, 366, 23.80, 58.00
13:27:02, 29-6-2022, 367, 23.80, 58.00
13:27:03, 29-6-2022, 363, 23.80, 58.00
13:27:04, 29-6-2022, 364, 23.80, 58.00
13:27:05, 29-6-2022, 365, 23.80, 58.00
13:27:07, 29-6-2022, 364, 23.80, 58.00
13:27:08, 29-6-2022, 365, 23.80, 58.00
13:27:09, 29-6-2022, 365, 23.80, 58.00
13:27:10, 29-6-2022, 365, 23.80, 58.00
13:27:11, 29-6-2022, 366, 23.80, 58.00
13:27:13, 29-6-2022, 365, 23.80, 58.00
13:27:14, 29-6-2022, 365, 23.80, 58.00
13:27:15, 29-6-2022, 366, 23.80, 58.00
13:27:16, 29-6-2022, 366, 23.80, 58.00
13:27:18, 29-6-2022, 366, 23.80, 58.00
13:27:19, 29-6-2022, 363, 23.80, 58.00
13:27:20, 29-6-2022, 364, 23.80, 58.00
13:27:21, 29-6-2022, 367, 23.80, 58.00
13:27:23, 29-6-2022, 367, 23.80, 58.00
13:27:24, 29-6-2022, 366, 23.90, 58.00
13:27:25, 29-6-2022, 365, 23.90, 58.00
13:27:26, 29-6-2022, 366, 23.90, 58.00
13:27:27, 29-6-2022, 366, 23.90, 58.00
13:27:29, 29-6-2022, 365, 23.90, 58.00
13:27:30, 29-6-2022, 365, 23.90, 58.00
13:27:31, 29-6-2022, 366, 23.90, 58.00
13:27:32, 29-6-2022, 354, 23.90, 58.00
13:27:34, 29-6-2022, 354, 23.90, 57.00
13:27:35, 29-6-2022, 355, 23.90, 57.00
13:27:36, 29-6-2022, 353, 23.90, 57.00
13:27:37, 29-6-2022, 354, 23.90, 57.00
13:27:39, 29-6-2022, 355, 23.90, 57.00
13:27:40, 29-6-2022, 352, 23.90, 57.00
13:27:41, 29-6-2022, 351, 23.80, 57.00
13:27:42, 29-6-2022, 350, 23.80, 57.00
13:27:43, 29-6-2022, 351, 23.90, 57.00
13:27:45, 29-6-2022, 351, 23.90, 57.00
13:27:46, 29-6-2022, 349, 23.90, 57.00
13:27:47, 29-6-2022, 352, 23.90, 57.00
13:27:48, 29-6-2022, 348, 23.90, 57.00
13:27:50, 29-6-2022, 348, 23.90, 57.00
13:27:51, 29-6-2022, 348, 23.90, 57.00
13:27:52, 29-6-2022, 352, 23.90, 57.00
13:27:53, 29-6-2022, 351, 23.90, 57.00
13:27:55, 29-6-2022, 351, 23.90, 57.00
13:27:56, 29-6-2022, 350, 23.90, 57.00
13:27:57, 29-6-2022, 351, 23.90, 57.00
13:27:58, 29-6-2022, 350, 23.90, 57.00
13:27:59, 29-6-2022, 355, 23.90, 57.00
13:28:01, 29-6-2022, 353, 23.90, 57.00
13:28:02, 29-6-2022, 352, 23.90, 57.00
13:28:03, 29-6-2022, 353, 23.90, 57.00
13:28:04, 29-6-2022, 351, 23.90, 57.00
13:28:06, 29-6-2022, 352, 23.90, 57.00
13:28:07, 29-6-2022, 353, 23.90, 57.00
13:28:08, 29-6-2022, 351, 23.90, 57.00
13:28:09, 29-6-2022, 351, 23.90, 57.00
13:28:11, 29-6-2022, 351, 23.90, 57.00
13:28:12, 29-6-2022, 350, 23.90, 57.00
13:28:13, 29-6-2022, 350, 23.90, 57.00
13:28:14, 29-6-2022, 349, 23.90, 57.00
13:28:16, 29-6-2022, 358, 23.90, 57.00
13:28:17, 29-6-2022, 358, 23.90, 57.00
13:28:18, 29-6-2022, 360, 23.90, 57.00
13:28:19, 29-6-2022, 359, 23.90, 57.00
13:28:20, 29-6-2022, 359, 23.90, 57.00
13:28:22, 29-6-2022, 364, 23.90, 57.00
13:28:23, 29-6-2022, 364, 23.90, 57.00
13:28:24, 29-6-2022, 363, 23.90, 57.00
13:28:25, 29-6-2022, 363, 23.90, 57.00
13:28:27, 29-6-2022, 354, 23.90, 57.00
13:28:28, 29-6-2022, 352, 23.90, 57.00
13:28:29, 29-6-2022, 364, 23.90, 57.00
13:28:30, 29-6-2022, 365, 24.00, 57.00
13:28:32, 29-6-2022, 364, 24.00, 57.00
13:28:33, 29-6-2022, 364, 23.90, 57.00
13:28:34, 29-6-2022, 367, 23.90, 57.00
13:28:35, 29-6-2022, 367, 24.00, 57.00
13:28:36, 29-6-2022, 366, 24.00, 57.00
13:28:38, 29-6-2022, 365, 24.00, 57.00
13:28:39, 29-6-2022, 367, 24.00, 57.00
13:28:40, 29-6-2022, 363, 24.00, 57.00
13:28:41, 29-6-2022, 360, 24.00, 57.00
13:28:43, 29-6-2022, 361, 24.00, 57.00
13:28:44, 29-6-2022, 364, 24.00, 57.00
