3:43:46 20-6-2022, 127, 100
3:43:47 20-6-2022, 130, 88
3:43:48 20-6-2022, 134, 62
3:43:49 20-6-2022, 135, 93
3:43:50 20-6-2022, 136, 62
3:43:52 20-6-2022, 141, 98
3:43:53 20-6-2022, 137, 89
3:43:54 20-6-2022, 136, 93
3:43:55 20-6-2022, 135, 62
3:43:57 20-6-2022, 136, 88
3:43:58 20-6-2022, 137, 57
3:43:59 20-6-2022, 136, 115
3:44:00 20-6-2022, 136, 106
3:44:01 20-6-2022, 137, 68
3:44:03 20-6-2022, 138, 92
3:44:04 20-6-2022, 139, 91
3:44:05 20-6-2022, 133, 102
3:44:06 20-6-2022, 134, 50
3:44:08 20-6-2022, 134, 80
3:44:09 20-6-2022, 135, 100
3:44:10 20-6-2022, 136, 71
3:44:11 20-6-2022, 130, 35
3:44:12 20-6-2022, 135, 106
3:44:14 20-6-2022, 135, 58
3:44:15 20-6-2022, 130, 80
3:44:16 20-6-2022, 131, 167
3:44:17 20-6-2022, 137, 56
3:44:19 20-6-2022, 139, 50
3:44:20 20-6-2022, 136, 91
3:44:21 20-6-2022, 139, 101
3:44:22 20-6-2022, 131, 165
3:44:23 20-6-2022, 131, 100
3:44:25 20-6-2022, 130, 89
3:44:26 20-6-2022, 138, 120
3:44:27 20-6-2022, 134, 54
3:44:28 20-6-2022, 134, 92
3:44:30 20-6-2022, 135, 89
3:44:31 20-6-2022, 135, 54
3:44:32 20-6-2022, 136, 58
3:44:33 20-6-2022, 135, 62
3:44:34 20-6-2022, 134, 80
3:44:36 20-6-2022, 134, 38
3:44:37 20-6-2022, 135, 65
3:44:38 20-6-2022, 136, 101
3:44:39 20-6-2022, 135, 63
3:44:40 20-6-2022, 136, 91
3:44:42 20-6-2022, 137, 94
3:44:43 20-6-2022, 136, 91
3:44:44 20-6-2022, 144, 137
3:44:45 20-6-2022, 138, 87
3:44:47 20-6-2022, 136, 114
3:44:48 20-6-2022, 136, 100
3:44:49 20-6-2022, 136, 101
3:44:50 20-6-2022, 135, 43
3:44:51 20-6-2022, 135, 54
3:44:53 20-6-2022, 135, 53
3:44:54 20-6-2022, 135, 29
3:44:55 20-6-2022, 135, 88
3:44:56 20-6-2022, 135, 71
3:44:58 20-6-2022, 135, 53
3:44:59 20-6-2022, 137, 132
3:45:00 20-6-2022, 146, 104
3:45:01 20-6-2022, 143, 69
3:45:02 20-6-2022, 132, 133
3:45:04 20-6-2022, 130, 78
3:45:05 20-6-2022, 132, 128
3:45:06 20-6-2022, 131, 165
3:45:07 20-6-2022, 129, 75
3:45:09 20-6-2022, 131, 108
3:45:10 20-6-2022, 133, 105
3:45:11 20-6-2022, 137, 56
3:45:12 20-6-2022, 134, 71
3:45:13 20-6-2022, 134, 62
3:45:15 20-6-2022, 133, 66
3:45:16 20-6-2022, 131, 96
3:45:17 20-6-2022, 132, 133
3:45:18 20-6-2022, 132, 120
3:45:19 20-6-2022, 133, 102
3:45:21 20-6-2022, 136, 104
3:45:22 20-6-2022, 134, 65
3:45:23 20-6-2022, 134, 51
3:45:24 20-6-2022, 137, 104
3:45:26 20-6-2022, 132, 93
3:45:27 20-6-2022, 136, 65
3:45:28 20-6-2022, 136, 94
3:45:29 20-6-2022, 135, 104
3:45:30 20-6-2022, 136, 105
3:45:32 20-6-2022, 138, 102
3:45:33 20-6-2022, 135, 45
3:45:34 20-6-2022, 132, 163
3:45:35 20-6-2022, 136, 88
3:45:37 20-6-2022, 135, 58
3:45:38 20-6-2022, 135, 94
3:45:39 20-6-2022, 140, 89
3:45:40 20-6-2022, 135, 55
3:45:41 20-6-2022, 140, 89
3:45:43 20-6-2022, 139, 115
3:45:44 20-6-2022, 138, 110
3:45:45 20-6-2022, 136, 62
3:45:46 20-6-2022, 137, 84
3:45:47 20-6-2022, 135, 58
3:45:49 20-6-2022, 135, 58
3:45:50 20-6-2022, 132, 93
3:45:51 20-6-2022, 180, 114
3:45:52 20-6-2022, 179, 110
3:45:54 20-6-2022, 167, 75
3:45:55 20-6-2022, 165, 80
3:45:56 20-6-2022, 133, 80
3:45:57 20-6-2022, 129, 90
3:45:58 20-6-2022, 128, 79
3:46:00 20-6-2022, 128, 88
3:46:01 20-6-2022, 128, 109
3:46:02 20-6-2022, 130, 71
3:46:03 20-6-2022, 147, 125
3:46:05 20-6-2022, 145, 84
3:46:06 20-6-2022, 150, 144
3:46:07 20-6-2022, 151, 112
3:46:08 20-6-2022, 151, 79
3:46:09 20-6-2022, 150, 113
3:46:11 20-6-2022, 143, 128
3:46:12 20-6-2022, 141, 40
3:46:13 20-6-2022, 20, 112
3:46:14 20-6-2022, 104, 184
