4:48:44 25-6-2022, 147, , 
4:48:45 25-6-2022, 146, , 
4:48:46 25-6-2022, 147, , 
4:48:48 25-6-2022, 154, , 
4:48:49 25-6-2022, 150, , 
4:48:50 25-6-2022, 148, , 
4:48:51 25-6-2022, 147, , 
4:48:53 25-6-2022, 147, , 
4:48:54 25-6-2022, 147, , 
4:48:55 25-6-2022, 150, , 
4:48:56 25-6-2022, 150, , 
4:48:58 25-6-2022, 151, , 
4:48:59 25-6-2022, 151, , 
4:49:00 25-6-2022, 150, , 
4:49:01 25-6-2022, 37, , 
4:49:02 25-6-2022, 151, , 
4:49:04 25-6-2022, 181, , 
4:49:05 25-6-2022, 183, , 
4:49:06 25-6-2022, 104, , 
4:49:07 25-6-2022, 10, , 
4:49:09 25-6-2022, 10, , 
4:49:10 25-6-2022, 10, , 
4:49:11 25-6-2022, 115, , 
4:49:12 25-6-2022, 161, , 
4:49:14 25-6-2022, 156, , 
4:49:15 25-6-2022, 156, , 
4:49:16 25-6-2022, 147, , 
4:49:17 25-6-2022, 143, , 
4:49:18 25-6-2022, 142, , 
